,Date,County,Population,Positive Tests,Cases Per 100k
15887,2020-08-06,Monterey,448732.0,160.0,35.66
15888,2020-08-06,Napa,139652.0,13.0,9.31
15890,2020-08-06,Orange,3228519.0,472.0,14.62
15892,2020-08-06,Placer,400434.0,36.0,8.99
15894,2020-08-06,Riverside,2468145.0,527.0,21.35
15895,2020-08-06,Sacramento,1567975.0,250.0,15.94
15897,2020-08-06,San Bernardino,2217398.0,658.0,29.67
15898,2020-08-06,San Diego,3370418.0,249.0,7.39
15899,2020-08-06,San Francisco,892280.0,184.0,20.62
15900,2020-08-06,San Joaquin,782545.0,214.0,27.35
15901,2020-08-06,San Luis Obispo,278862.0,31.0,11.12
15902,2020-08-06,San Mateo,778001.0,151.0,19.41
15903,2020-08-06,Santa Barbara,456373.0,64.0,14.02
15904,2020-08-06,Santa Clara,1967585.0,277.0,14.08
15905,2020-08-06,Santa Cruz,273999.0,19.0,6.93
15906,2020-08-06,Shasta,177925.0,10.0,5.62
15909,2020-08-06,Solano,444255.0,57.0,12.83
15910,2020-08-06,Sonoma,496668.0,109.0,21.95
15911,2020-08-06,Stanislaus,562303.0,219.0,38.95
15912,2020-08-06,Sutter,105747.0,10.0,9.46
15915,2020-08-06,Tulare,484423.0,186.0,38.4
15918,2020-08-06,Ventura,852747.0,134.0,15.71
15919,2020-08-06,Yolo,223612.0,23.0,10.29
15921,2020-08-05,Alameda,1685886.0,262.0,15.54
15924,2020-08-05,Butte,217769.0,23.0,10.56
15928,2020-08-05,Contra Costa,1160099.0,174.0,15.0
15930,2020-08-05,El Dorado,193098.0,12.0,6.21
15931,2020-08-05,Fresno,1032227.0,373.0,36.14
15933,2020-08-05,Humboldt,134098.0,1.0,0.75
15934,2020-08-05,Imperial,191649.0,78.0,40.7
15936,2020-08-05,Kern,927251.0,355.0,38.29
15937,2020-08-05,Kings,156444.0,60.0,38.35
15940,2020-08-05,Los Angeles,10257557.0,2903.0,28.3
15941,2020-08-05,Madera,160089.0,68.0,42.48
15942,2020-08-05,Marin,260800.0,37.0,14.19
15945,2020-08-05,Merced,287420.0,128.0,44.53
15948,2020-08-05,Monterey,448732.0,148.0,32.98
15949,2020-08-05,Napa,139652.0,9.0,6.44
15951,2020-08-05,Orange,3228519.0,586.0,18.15
15953,2020-08-05,Placer,400434.0,34.0,8.49
15955,2020-08-05,Riverside,2468145.0,523.0,21.19
15956,2020-08-05,Sacramento,1567975.0,183.0,11.67
15958,2020-08-05,San Bernardino,2217398.0,686.0,30.94
15959,2020-08-05,San Diego,3370418.0,287.0,8.52
15960,2020-08-05,San Francisco,892280.0,211.0,23.65
15961,2020-08-05,San Joaquin,782545.0,147.0,18.78
15962,2020-08-05,San Luis Obispo,278862.0,31.0,11.12
15963,2020-08-05,San Mateo,778001.0,125.0,16.07
15964,2020-08-05,Santa Barbara,456373.0,82.0,17.97
15965,2020-08-05,Santa Clara,1967585.0,363.0,18.45
15966,2020-08-05,Santa Cruz,273999.0,21.0,7.66
15967,2020-08-05,Shasta,177925.0,11.0,6.18
15970,2020-08-05,Solano,444255.0,46.0,10.35
15971,2020-08-05,Sonoma,496668.0,86.0,17.32
15972,2020-08-05,Stanislaus,562303.0,179.0,31.83
15973,2020-08-05,Sutter,105747.0,15.0,14.18
15976,2020-08-05,Tulare,484423.0,241.0,49.75
15979,2020-08-05,Ventura,852747.0,114.0,13.37
15980,2020-08-05,Yolo,223612.0,24.0,10.73
15982,2020-08-04,Alameda,1685886.0,226.0,13.41
15985,2020-08-04,Butte,217769.0,32.0,14.69
15989,2020-08-04,Contra Costa,1160099.0,218.0,18.79
15991,2020-08-04,El Dorado,193098.0,7.0,3.63
15992,2020-08-04,Fresno,1032227.0,492.0,47.66
15994,2020-08-04,Humboldt,134098.0,10.0,7.46
15995,2020-08-04,Imperial,191649.0,105.0,54.79
15997,2020-08-04,Kern,927251.0,500.0,53.92
15998,2020-08-04,Kings,156444.0,153.0,97.8
16001,2020-08-04,Los Angeles,10257557.0,3280.0,31.98
16002,2020-08-04,Madera,160089.0,73.0,45.6
16003,2020-08-04,Marin,260800.0,61.0,23.39
16006,2020-08-04,Merced,287420.0,130.0,45.23
16009,2020-08-04,Monterey,448732.0,193.0,43.01
16010,2020-08-04,Napa,139652.0,22.0,15.75
16012,2020-08-04,Orange,3228519.0,634.0,19.64
16014,2020-08-04,Placer,400434.0,42.0,10.49
16016,2020-08-04,Riverside,2468145.0,681.0,27.59
16017,2020-08-04,Sacramento,1567975.0,239.0,15.24
16019,2020-08-04,San Bernardino,2217398.0,757.0,34.14
16020,2020-08-04,San Diego,3370418.0,336.0,9.97
16021,2020-08-04,San Francisco,892280.0,157.0,17.6
16022,2020-08-04,San Joaquin,782545.0,263.0,33.61
16023,2020-08-04,San Luis Obispo,278862.0,63.0,22.59
16024,2020-08-04,San Mateo,778001.0,124.0,15.94
16025,2020-08-04,Santa Barbara,456373.0,76.0,16.65
16026,2020-08-04,Santa Clara,1967585.0,323.0,16.42
16027,2020-08-04,Santa Cruz,273999.0,13.0,4.74
16028,2020-08-04,Shasta,177925.0,10.0,5.62
16031,2020-08-04,Solano,444255.0,48.0,10.8
16032,2020-08-04,Sonoma,496668.0,144.0,28.99
16033,2020-08-04,Stanislaus,562303.0,245.0,43.57
16034,2020-08-04,Sutter,105747.0,23.0,21.75
16037,2020-08-04,Tulare,484423.0,322.0,66.47
16040,2020-08-04,Ventura,852747.0,153.0,17.94
16041,2020-08-04,Yolo,223612.0,35.0,15.65
16043,2020-08-03,Alameda,1685886.0,335.0,19.87
16046,2020-08-03,Butte,217769.0,40.0,18.37
16050,2020-08-03,Contra Costa,1160099.0,286.0,24.65
16052,2020-08-03,El Dorado,193098.0,11.0,5.7
16053,2020-08-03,Fresno,1032227.0,387.0,37.49
16055,2020-08-03,Humboldt,134098.0,6.0,4.47
16056,2020-08-03,Imperial,191649.0,114.0,59.48
16058,2020-08-03,Kern,927251.0,359.0,38.72
16059,2020-08-03,Kings,156444.0,88.0,56.25
16062,2020-08-03,Los Angeles,10257557.0,3346.0,32.62
16063,2020-08-03,Madera,160089.0,60.0,37.48
16064,2020-08-03,Marin,260800.0,37.0,14.19
16067,2020-08-03,Merced,287420.0,192.0,66.8
16070,2020-08-03,Monterey,448732.0,173.0,38.55
16071,2020-08-03,Napa,139652.0,16.0,11.46
16073,2020-08-03,Orange,3228519.0,523.0,16.2
16075,2020-08-03,Placer,400434.0,66.0,16.48
16077,2020-08-03,Riverside,2468145.0,484.0,19.61
16078,2020-08-03,Sacramento,1567975.0,295.0,18.81
16080,2020-08-03,San Bernardino,2217398.0,881.0,39.73
16081,2020-08-03,San Diego,3370418.0,275.0,8.16
16082,2020-08-03,San Francisco,892280.0,190.0,21.29
16083,2020-08-03,San Joaquin,782545.0,361.0,46.13
16084,2020-08-03,San Luis Obispo,278862.0,85.0,30.48
16085,2020-08-03,San Mateo,778001.0,168.0,21.59
16086,2020-08-03,Santa Barbara,456373.0,116.0,25.42
16087,2020-08-03,Santa Clara,1967585.0,212.0,10.77
16088,2020-08-03,Santa Cruz,273999.0,23.0,8.39
16089,2020-08-03,Shasta,177925.0,11.0,6.18
16092,2020-08-03,Solano,444255.0,88.0,19.81
16093,2020-08-03,Sonoma,496668.0,90.0,18.12
16094,2020-08-03,Stanislaus,562303.0,311.0,55.31
16095,2020-08-03,Sutter,105747.0,37.0,34.99
16098,2020-08-03,Tulare,484423.0,241.0,49.75
16101,2020-08-03,Ventura,852747.0,203.0,23.81
16102,2020-08-03,Yolo,223612.0,27.0,12.07
16104,2020-08-02,Alameda,1685886.0,77.0,4.57
16107,2020-08-02,Butte,217769.0,9.0,4.13
16111,2020-08-02,Contra Costa,1160099.0,89.0,7.67
16113,2020-08-02,El Dorado,193098.0,3.0,1.55
16114,2020-08-02,Fresno,1032227.0,122.0,11.82
16116,2020-08-02,Humboldt,134098.0,4.0,2.98
16117,2020-08-02,Imperial,191649.0,17.0,8.87
16119,2020-08-02,Kern,927251.0,132.0,14.24
16120,2020-08-02,Kings,156444.0,19.0,12.14
16123,2020-08-02,Los Angeles,10257557.0,931.0,9.08
16124,2020-08-02,Madera,160089.0,22.0,13.74
16125,2020-08-02,Marin,260800.0,8.0,3.07
16128,2020-08-02,Merced,287420.0,42.0,14.61
16131,2020-08-02,Monterey,448732.0,44.0,9.81
16132,2020-08-02,Napa,139652.0,6.0,4.3
16134,2020-08-02,Orange,3228519.0,266.0,8.24
16136,2020-08-02,Placer,400434.0,26.0,6.49
16138,2020-08-02,Riverside,2468145.0,241.0,9.76
16139,2020-08-02,Sacramento,1567975.0,164.0,10.46
16141,2020-08-02,San Bernardino,2217398.0,155.0,6.99
16142,2020-08-02,San Diego,3370418.0,86.0,2.55
16143,2020-08-02,San Francisco,892280.0,85.0,9.53
16144,2020-08-02,San Joaquin,782545.0,102.0,13.03
16145,2020-08-02,San Luis Obispo,278862.0,14.0,5.02
16146,2020-08-02,San Mateo,778001.0,50.0,6.43
16147,2020-08-02,Santa Barbara,456373.0,31.0,6.79
16148,2020-08-02,Santa Clara,1967585.0,109.0,5.54
16149,2020-08-02,Santa Cruz,273999.0,9.0,3.28
16150,2020-08-02,Shasta,177925.0,0.0,0.0
16153,2020-08-02,Solano,444255.0,20.0,4.5
16154,2020-08-02,Sonoma,496668.0,13.0,2.62
16155,2020-08-02,Stanislaus,562303.0,114.0,20.27
16156,2020-08-02,Sutter,105747.0,5.0,4.73
16159,2020-08-02,Tulare,484423.0,59.0,12.18
16162,2020-08-02,Ventura,852747.0,47.0,5.51
16163,2020-08-02,Yolo,223612.0,12.0,5.37
16165,2020-08-01,Alameda,1685886.0,119.0,7.06
16168,2020-08-01,Butte,217769.0,18.0,8.27
16172,2020-08-01,Contra Costa,1160099.0,127.0,10.95
16174,2020-08-01,El Dorado,193098.0,8.0,4.14
16175,2020-08-01,Fresno,1032227.0,199.0,19.28
16177,2020-08-01,Humboldt,134098.0,3.0,2.24
16178,2020-08-01,Imperial,191649.0,16.0,8.35
16180,2020-08-01,Kern,927251.0,198.0,21.35
16181,2020-08-01,Kings,156444.0,40.0,25.57
16184,2020-08-01,Los Angeles,10257557.0,2438.0,23.77
16185,2020-08-01,Madera,160089.0,45.0,28.11
16186,2020-08-01,Marin,260800.0,26.0,9.97
16189,2020-08-01,Merced,287420.0,58.0,20.18
16192,2020-08-01,Monterey,448732.0,72.0,16.05
16193,2020-08-01,Napa,139652.0,8.0,5.73
16195,2020-08-01,Orange,3228519.0,339.0,10.5
16197,2020-08-01,Placer,400434.0,25.0,6.24
16199,2020-08-01,Riverside,2468145.0,379.0,15.36
16200,2020-08-01,Sacramento,1567975.0,184.0,11.73
16202,2020-08-01,San Bernardino,2217398.0,301.0,13.57
16203,2020-08-01,San Diego,3370418.0,166.0,4.93
16204,2020-08-01,San Francisco,892280.0,141.0,15.8
16205,2020-08-01,San Joaquin,782545.0,142.0,18.15
16206,2020-08-01,San Luis Obispo,278862.0,73.0,26.18
16207,2020-08-01,San Mateo,778001.0,96.0,12.34
16208,2020-08-01,Santa Barbara,456373.0,74.0,16.21
16209,2020-08-01,Santa Clara,1967585.0,203.0,10.32
16210,2020-08-01,Santa Cruz,273999.0,16.0,5.84
16211,2020-08-01,Shasta,177925.0,6.0,3.37
16214,2020-08-01,Solano,444255.0,31.0,6.98
16215,2020-08-01,Sonoma,496668.0,48.0,9.66
16216,2020-08-01,Stanislaus,562303.0,100.0,17.78
16217,2020-08-01,Sutter,105747.0,9.0,8.51
16220,2020-08-01,Tulare,484423.0,88.0,18.17
16223,2020-08-01,Ventura,852747.0,77.0,9.03
16224,2020-08-01,Yolo,223612.0,15.0,6.71
16226,2020-07-31,Alameda,1685886.0,268.0,15.9
16229,2020-07-31,Butte,217769.0,15.0,6.89
16233,2020-07-31,Contra Costa,1160099.0,270.0,23.27
16235,2020-07-31,El Dorado,193098.0,10.0,5.18
16236,2020-07-31,Fresno,1032227.0,423.0,40.98
16238,2020-07-31,Humboldt,134098.0,2.0,1.49
16239,2020-07-31,Imperial,191649.0,99.0,51.66
16241,2020-07-31,Kern,927251.0,347.0,37.42
16242,2020-07-31,Kings,156444.0,101.0,64.56
16245,2020-07-31,Los Angeles,10257557.0,3374.0,32.89
16246,2020-07-31,Madera,160089.0,89.0,55.59
16247,2020-07-31,Marin,260800.0,57.0,21.86
16250,2020-07-31,Merced,287420.0,182.0,63.32
16253,2020-07-31,Monterey,448732.0,148.0,32.98
16254,2020-07-31,Napa,139652.0,20.0,14.32
16256,2020-07-31,Orange,3228519.0,618.0,19.14
16258,2020-07-31,Placer,400434.0,48.0,11.99
16260,2020-07-31,Riverside,2468145.0,538.0,21.8
16261,2020-07-31,Sacramento,1567975.0,239.0,15.24
16263,2020-07-31,San Bernardino,2217398.0,793.0,35.76
16264,2020-07-31,San Diego,3370418.0,356.0,10.56
16265,2020-07-31,San Francisco,892280.0,207.0,23.2
16266,2020-07-31,San Joaquin,782545.0,239.0,30.54
16267,2020-07-31,San Luis Obispo,278862.0,47.0,16.85
16268,2020-07-31,San Mateo,778001.0,171.0,21.98
16269,2020-07-31,Santa Barbara,456373.0,100.0,21.91
16270,2020-07-31,Santa Clara,1967585.0,307.0,15.6
16271,2020-07-31,Santa Cruz,273999.0,27.0,9.85
16272,2020-07-31,Shasta,177925.0,11.0,6.18
16275,2020-07-31,Solano,444255.0,70.0,15.76
16276,2020-07-31,Sonoma,496668.0,103.0,20.74
16277,2020-07-31,Stanislaus,562303.0,269.0,47.84
16278,2020-07-31,Sutter,105747.0,18.0,17.02
16281,2020-07-31,Tulare,484423.0,200.0,41.29
16284,2020-07-31,Ventura,852747.0,188.0,22.05
16285,2020-07-31,Yolo,223612.0,27.0,12.07
16287,2020-07-30,Alameda,1685886.0,306.0,18.15
16290,2020-07-30,Butte,217769.0,27.0,12.4
16294,2020-07-30,Contra Costa,1160099.0,217.0,18.71
16296,2020-07-30,El Dorado,193098.0,9.0,4.66
16297,2020-07-30,Fresno,1032227.0,384.0,37.2
16299,2020-07-30,Humboldt,134098.0,1.0,0.75
16300,2020-07-30,Imperial,191649.0,99.0,51.66
16302,2020-07-30,Kern,927251.0,399.0,43.03
16303,2020-07-30,Kings,156444.0,67.0,42.83
16306,2020-07-30,Los Angeles,10257557.0,3353.0,32.69
16307,2020-07-30,Madera,160089.0,82.0,51.22
16308,2020-07-30,Marin,260800.0,45.0,17.25
16311,2020-07-30,Merced,287420.0,170.0,59.15
16314,2020-07-30,Monterey,448732.0,143.0,31.87
16315,2020-07-30,Napa,139652.0,21.0,15.04
16317,2020-07-30,Orange,3228519.0,603.0,18.68
16319,2020-07-30,Placer,400434.0,46.0,11.49
16321,2020-07-30,Riverside,2468145.0,692.0,28.04
16322,2020-07-30,Sacramento,1567975.0,295.0,18.81
16324,2020-07-30,San Bernardino,2217398.0,770.0,34.73
16325,2020-07-30,San Diego,3370418.0,325.0,9.64
16326,2020-07-30,San Francisco,892280.0,220.0,24.66
16327,2020-07-30,San Joaquin,782545.0,327.0,41.79
16328,2020-07-30,San Luis Obispo,278862.0,48.0,17.21
16329,2020-07-30,San Mateo,778001.0,163.0,20.95
16330,2020-07-30,Santa Barbara,456373.0,84.0,18.41
16331,2020-07-30,Santa Clara,1967585.0,299.0,15.2
16332,2020-07-30,Santa Cruz,273999.0,28.0,10.22
16333,2020-07-30,Shasta,177925.0,11.0,6.18
16336,2020-07-30,Solano,444255.0,71.0,15.98
16337,2020-07-30,Sonoma,496668.0,144.0,28.99
16338,2020-07-30,Stanislaus,562303.0,280.0,49.8
16339,2020-07-30,Sutter,105747.0,28.0,26.48
16342,2020-07-30,Tulare,484423.0,245.0,50.58
16345,2020-07-30,Ventura,852747.0,170.0,19.94
16346,2020-07-30,Yolo,223612.0,45.0,20.12
16348,2020-07-29,Alameda,1685886.0,341.0,20.23
16351,2020-07-29,Butte,217769.0,22.0,10.1
16355,2020-07-29,Contra Costa,1160099.0,283.0,24.39
16357,2020-07-29,El Dorado,193098.0,17.0,8.8
16358,2020-07-29,Fresno,1032227.0,550.0,53.28
16360,2020-07-29,Humboldt,134098.0,5.0,3.73
16361,2020-07-29,Imperial,191649.0,73.0,38.09
16363,2020-07-29,Kern,927251.0,479.0,51.66
16364,2020-07-29,Kings,156444.0,60.0,38.35
16367,2020-07-29,Los Angeles,10257557.0,3513.0,34.25
16368,2020-07-29,Madera,160089.0,112.0,69.96
16369,2020-07-29,Marin,260800.0,86.0,32.98
16372,2020-07-29,Merced,287420.0,189.0,65.76
16375,2020-07-29,Monterey,448732.0,147.0,32.76
16376,2020-07-29,Napa,139652.0,19.0,13.61
16378,2020-07-29,Orange,3228519.0,728.0,22.55
16380,2020-07-29,Placer,400434.0,45.0,11.24
16382,2020-07-29,Riverside,2468145.0,802.0,32.49
16383,2020-07-29,Sacramento,1567975.0,293.0,18.69
16385,2020-07-29,San Bernardino,2217398.0,822.0,37.07
16386,2020-07-29,San Diego,3370418.0,276.0,8.19
16387,2020-07-29,San Francisco,892280.0,218.0,24.43
16388,2020-07-29,San Joaquin,782545.0,360.0,46.0
16389,2020-07-29,San Luis Obispo,278862.0,45.0,16.14
16390,2020-07-29,San Mateo,778001.0,141.0,18.12
16391,2020-07-29,Santa Barbara,456373.0,70.0,15.34
16392,2020-07-29,Santa Clara,1967585.0,322.0,16.37
16393,2020-07-29,Santa Cruz,273999.0,29.0,10.58
16394,2020-07-29,Shasta,177925.0,16.0,8.99
16397,2020-07-29,Solano,444255.0,58.0,13.06
16398,2020-07-29,Sonoma,496668.0,101.0,20.34
16399,2020-07-29,Stanislaus,562303.0,281.0,49.97
16400,2020-07-29,Sutter,105747.0,36.0,34.04
16403,2020-07-29,Tulare,484423.0,270.0,55.74
16406,2020-07-29,Ventura,852747.0,173.0,20.29
16407,2020-07-29,Yolo,223612.0,31.0,13.86
16409,2020-07-28,Alameda,1685886.0,307.0,18.21
16412,2020-07-28,Butte,217769.0,20.0,9.18
16416,2020-07-28,Contra Costa,1160099.0,282.0,24.31
16418,2020-07-28,El Dorado,193098.0,24.0,12.43
16419,2020-07-28,Fresno,1032227.0,515.0,49.89
16421,2020-07-28,Humboldt,134098.0,4.0,2.98
16422,2020-07-28,Imperial,191649.0,94.0,49.05
16424,2020-07-28,Kern,927251.0,704.0,75.92
16425,2020-07-28,Kings,156444.0,277.0,177.06
16428,2020-07-28,Los Angeles,10257557.0,3654.0,35.62
16429,2020-07-28,Madera,160089.0,69.0,43.1
16430,2020-07-28,Marin,260800.0,107.0,41.03
16433,2020-07-28,Merced,287420.0,181.0,62.97
16436,2020-07-28,Monterey,448732.0,213.0,47.47
16437,2020-07-28,Napa,139652.0,28.0,20.05
16439,2020-07-28,Orange,3228519.0,598.0,18.52
16441,2020-07-28,Placer,400434.0,57.0,14.23
16443,2020-07-28,Riverside,2468145.0,880.0,35.65
16444,2020-07-28,Sacramento,1567975.0,358.0,22.83
16446,2020-07-28,San Bernardino,2217398.0,823.0,37.12
16447,2020-07-28,San Diego,3370418.0,310.0,9.2
16448,2020-07-28,San Francisco,892280.0,179.0,20.06
16449,2020-07-28,San Joaquin,782545.0,413.0,52.78
16450,2020-07-28,San Luis Obispo,278862.0,46.0,16.5
16451,2020-07-28,San Mateo,778001.0,178.0,22.88
16452,2020-07-28,Santa Barbara,456373.0,95.0,20.82
16453,2020-07-28,Santa Clara,1967585.0,351.0,17.84
16454,2020-07-28,Santa Cruz,273999.0,27.0,9.85
16455,2020-07-28,Shasta,177925.0,15.0,8.43
16458,2020-07-28,Solano,444255.0,84.0,18.91
16459,2020-07-28,Sonoma,496668.0,134.0,26.98
16460,2020-07-28,Stanislaus,562303.0,295.0,52.46
16461,2020-07-28,Sutter,105747.0,34.0,32.15
16464,2020-07-28,Tulare,484423.0,334.0,68.95
16467,2020-07-28,Ventura,852747.0,173.0,20.29
16468,2020-07-28,Yolo,223612.0,42.0,18.78
16470,2020-07-27,Alameda,1685886.0,361.0,21.41
16473,2020-07-27,Butte,217769.0,17.0,7.81
16477,2020-07-27,Contra Costa,1160099.0,279.0,24.05
16479,2020-07-27,El Dorado,193098.0,10.0,5.18
16480,2020-07-27,Fresno,1032227.0,433.0,41.95
16482,2020-07-27,Humboldt,134098.0,5.0,3.73
16483,2020-07-27,Imperial,191649.0,156.0,81.4
16485,2020-07-27,Kern,927251.0,592.0,63.84
16486,2020-07-27,Kings,156444.0,83.0,53.05
16489,2020-07-27,Los Angeles,10257557.0,3919.0,38.21
16490,2020-07-27,Madera,160089.0,67.0,41.85
16491,2020-07-27,Marin,260800.0,43.0,16.49
16494,2020-07-27,Merced,287420.0,217.0,75.5
16497,2020-07-27,Monterey,448732.0,168.0,37.44
16498,2020-07-27,Napa,139652.0,17.0,12.17
16500,2020-07-27,Orange,3228519.0,643.0,19.92
16502,2020-07-27,Placer,400434.0,70.0,17.48
16504,2020-07-27,Riverside,2468145.0,578.0,23.42
16505,2020-07-27,Sacramento,1567975.0,290.0,18.5
16507,2020-07-27,San Bernardino,2217398.0,860.0,38.78
16508,2020-07-27,San Diego,3370418.0,273.0,8.1
16509,2020-07-27,San Francisco,892280.0,185.0,20.73
16510,2020-07-27,San Joaquin,782545.0,373.0,47.66
16511,2020-07-27,San Luis Obispo,278862.0,51.0,18.29
16512,2020-07-27,San Mateo,778001.0,174.0,22.37
16513,2020-07-27,Santa Barbara,456373.0,144.0,31.55
16514,2020-07-27,Santa Clara,1967585.0,227.0,11.54
16515,2020-07-27,Santa Cruz,273999.0,25.0,9.12
16516,2020-07-27,Shasta,177925.0,14.0,7.87
16519,2020-07-27,Solano,444255.0,91.0,20.48
16520,2020-07-27,Sonoma,496668.0,109.0,21.95
16521,2020-07-27,Stanislaus,562303.0,300.0,53.35
16522,2020-07-27,Sutter,105747.0,18.0,17.02
16525,2020-07-27,Tulare,484423.0,246.0,50.78
16528,2020-07-27,Ventura,852747.0,313.0,36.7
16529,2020-07-27,Yolo,223612.0,29.0,12.97
16531,2020-07-26,Alameda,1685886.0,67.0,3.97
16534,2020-07-26,Butte,217769.0,2.0,0.92
16538,2020-07-26,Contra Costa,1160099.0,113.0,9.74
16540,2020-07-26,El Dorado,193098.0,5.0,2.59
16541,2020-07-26,Fresno,1032227.0,126.0,12.21
16543,2020-07-26,Humboldt,134098.0,0.0,0.0
16544,2020-07-26,Imperial,191649.0,12.0,6.26
16546,2020-07-26,Kern,927251.0,201.0,21.68
16547,2020-07-26,Kings,156444.0,14.0,8.95
16550,2020-07-26,Los Angeles,10257557.0,1036.0,10.1
16551,2020-07-26,Madera,160089.0,15.0,9.37
16552,2020-07-26,Marin,260800.0,15.0,5.75
16555,2020-07-26,Merced,287420.0,53.0,18.44
16558,2020-07-26,Monterey,448732.0,49.0,10.92
16559,2020-07-26,Napa,139652.0,7.0,5.01
16561,2020-07-26,Orange,3228519.0,272.0,8.42
16563,2020-07-26,Placer,400434.0,18.0,4.5
16565,2020-07-26,Riverside,2468145.0,177.0,7.17
16566,2020-07-26,Sacramento,1567975.0,123.0,7.84
16568,2020-07-26,San Bernardino,2217398.0,188.0,8.48
16569,2020-07-26,San Diego,3370418.0,88.0,2.61
16570,2020-07-26,San Francisco,892280.0,109.0,12.22
16571,2020-07-26,San Joaquin,782545.0,123.0,15.72
16572,2020-07-26,San Luis Obispo,278862.0,15.0,5.38
16573,2020-07-26,San Mateo,778001.0,69.0,8.87
16574,2020-07-26,Santa Barbara,456373.0,25.0,5.48
16575,2020-07-26,Santa Clara,1967585.0,103.0,5.23
16576,2020-07-26,Santa Cruz,273999.0,9.0,3.28
16577,2020-07-26,Shasta,177925.0,2.0,1.12
16580,2020-07-26,Solano,444255.0,18.0,4.05
16581,2020-07-26,Sonoma,496668.0,11.0,2.21
16582,2020-07-26,Stanislaus,562303.0,117.0,20.81
16583,2020-07-26,Sutter,105747.0,21.0,19.86
16586,2020-07-26,Tulare,484423.0,73.0,15.07
16589,2020-07-26,Ventura,852747.0,49.0,5.75
16590,2020-07-26,Yolo,223612.0,8.0,3.58
16592,2020-07-25,Alameda,1685886.0,119.0,7.06
16595,2020-07-25,Butte,217769.0,10.0,4.59
16599,2020-07-25,Contra Costa,1160099.0,115.0,9.91
16601,2020-07-25,El Dorado,193098.0,17.0,8.8
16602,2020-07-25,Fresno,1032227.0,215.0,20.83
16604,2020-07-25,Humboldt,134098.0,0.0,0.0
16605,2020-07-25,Imperial,191649.0,16.0,8.35
16607,2020-07-25,Kern,927251.0,271.0,29.23
16608,2020-07-25,Kings,156444.0,19.0,12.14
16611,2020-07-25,Los Angeles,10257557.0,3039.0,29.63
16612,2020-07-25,Madera,160089.0,24.0,14.99
16613,2020-07-25,Marin,260800.0,20.0,7.67
16616,2020-07-25,Merced,287420.0,79.0,27.49
16619,2020-07-25,Monterey,448732.0,60.0,13.37
16620,2020-07-25,Napa,139652.0,8.0,5.73
16622,2020-07-25,Orange,3228519.0,366.0,11.34
16624,2020-07-25,Placer,400434.0,21.0,5.24
16626,2020-07-25,Riverside,2468145.0,401.0,16.25
16627,2020-07-25,Sacramento,1567975.0,172.0,10.97
16629,2020-07-25,San Bernardino,2217398.0,395.0,17.81
16630,2020-07-25,San Diego,3370418.0,172.0,5.1
16631,2020-07-25,San Francisco,892280.0,132.0,14.79
16632,2020-07-25,San Joaquin,782545.0,174.0,22.24
16633,2020-07-25,San Luis Obispo,278862.0,8.0,2.87
16634,2020-07-25,San Mateo,778001.0,73.0,9.38
16635,2020-07-25,Santa Barbara,456373.0,29.0,6.35
16636,2020-07-25,Santa Clara,1967585.0,110.0,5.59
16637,2020-07-25,Santa Cruz,273999.0,11.0,4.01
16638,2020-07-25,Shasta,177925.0,4.0,2.25
16641,2020-07-25,Solano,444255.0,31.0,6.98
16642,2020-07-25,Sonoma,496668.0,36.0,7.25
16643,2020-07-25,Stanislaus,562303.0,151.0,26.85
16644,2020-07-25,Sutter,105747.0,11.0,10.4
16647,2020-07-25,Tulare,484423.0,77.0,15.9
16650,2020-07-25,Ventura,852747.0,92.0,10.79
16651,2020-07-25,Yolo,223612.0,10.0,4.47
16653,2020-07-24,Alameda,1685886.0,279.0,16.55
16656,2020-07-24,Butte,217769.0,10.0,4.59
16660,2020-07-24,Contra Costa,1160099.0,219.0,18.88
16662,2020-07-24,El Dorado,193098.0,9.0,4.66
16663,2020-07-24,Fresno,1032227.0,419.0,40.59
16665,2020-07-24,Humboldt,134098.0,3.0,2.24
16666,2020-07-24,Imperial,191649.0,72.0,37.57
16668,2020-07-24,Kern,927251.0,478.0,51.55
16669,2020-07-24,Kings,156444.0,122.0,77.98
16672,2020-07-24,Los Angeles,10257557.0,3821.0,37.25
16673,2020-07-24,Madera,160089.0,79.0,49.35
16674,2020-07-24,Marin,260800.0,77.0,29.52
16677,2020-07-24,Merced,287420.0,200.0,69.58
16680,2020-07-24,Monterey,448732.0,126.0,28.08
16681,2020-07-24,Napa,139652.0,25.0,17.9
16683,2020-07-24,Orange,3228519.0,628.0,19.45
16685,2020-07-24,Placer,400434.0,38.0,9.49
16687,2020-07-24,Riverside,2468145.0,670.0,27.15
16688,2020-07-24,Sacramento,1567975.0,240.0,15.31
16690,2020-07-24,San Bernardino,2217398.0,588.0,26.52
16691,2020-07-24,San Diego,3370418.0,270.0,8.01
16692,2020-07-24,San Francisco,892280.0,176.0,19.72
16693,2020-07-24,San Joaquin,782545.0,253.0,32.33
16694,2020-07-24,San Luis Obispo,278862.0,27.0,9.68
16695,2020-07-24,San Mateo,778001.0,120.0,15.42
16696,2020-07-24,Santa Barbara,456373.0,89.0,19.5
16697,2020-07-24,Santa Clara,1967585.0,236.0,11.99
16698,2020-07-24,Santa Cruz,273999.0,39.0,14.23
16699,2020-07-24,Shasta,177925.0,11.0,6.18
